date,actual,forecast
2025-01-31,12957.01,12670.885099999987
2025-02-01,12957.01,12670.885099999987
2025-02-02,12957.01,12670.885099999987
2025-02-03,12975.05,12670.885099999987
2025-02-04,12985.01,12670.885099999987
2025-02-05,12998.91,12670.885099999987
2025-02-06,12985.32,12670.885099999987
2025-02-07,12969.84,12670.885099999987
2025-02-08,12969.84,12670.885099999987
2025-02-09,12969.84,12670.885099999987
2025-02-10,12957.0,12670.885099999987
2025-02-11,12971.93,12670.885099999987
2025-02-12,12979.99,12670.885099999987
2025-02-13,12989.07,12670.885099999987
2025-02-14,13003.95,12670.885099999987
2025-02-15,13003.95,12670.885099999987
2025-02-16,13003.95,12670.885099999987
2025-02-17,12993.15,12670.885099999987
2025-02-18,12981.25,12670.885099999987
2025-02-19,12970.19,12670.885099999987
2025-02-20,12950.03,12670.885099999987
2025-02-21,12929.92,12670.885099999987
2025-02-22,12929.92,12670.885099999987
2025-02-23,12929.92,12670.885099999987
2025-02-24,12916.18,12670.885099999987
2025-02-25,12899.91,12670.885099999987
2025-02-26,12884.62,12670.885099999987
2025-02-27,12879.95,12670.885099999987
2025-02-28,12877.37,12670.885099999987
2025-03-01,12877.37,12670.885099999987
2025-03-02,12877.37,12670.885099999987
2025-03-03,12890.07,12670.885099999987
2025-03-04,12897.2,12670.885099999987
2025-03-05,12903.33,12670.885099999987
2025-03-06,12900.37,12670.885099999987
2025-03-07,12918.36,12670.885099999987
2025-03-08,12918.36,12670.885099999987
2025-03-09,12918.36,12670.885099999987
2025-03-10,12918.36,12670.885099999987
2025-03-11,12940.11,12670.885099999987
2025-03-12,12931.94,12670.885099999987
2025-03-13,12920.0,12670.885099999987
2025-03-14,12938.11,12670.885099999987
2025-03-15,12938.11,12670.885099999987
2025-03-16,12938.11,12670.885099999987
2025-03-17,12953.2,12670.885099999987
2025-03-18,12943.39,12670.885099999987
2025-03-19,12935.68,12670.885099999987
2025-03-20,12926.51,12670.885099999987
2025-03-21,12926.51,12670.885099999987
2025-03-22,12926.51,12670.885099999987
2025-03-23,12926.51,12670.885099999987
2025-03-24,12940.58,12670.885099999987
2025-03-25,12947.07,12670.885099999987
2025-03-26,12929.37,12670.885099999987
2025-03-27,12909.19,12670.885099999987
2025-03-28,12913.19,12670.885099999987
2025-03-29,12913.19,12670.885099999987
2025-03-30,12913.19,12670.885099999987
2025-03-31,12913.19,12670.885099999987
2025-04-01,12937.16,12670.885099999987
2025-04-02,12925.2,12670.885099999987
2025-04-03,12915.0,12670.885099999987
