date,actual,forecast
2025-10-18,12160.99,12166.306
2025-10-19,12160.99,12178.6455
2025-10-20,12108.24,12186.6875
2025-10-21,12060.15,12187.744
2025-10-22,12011.02,12182.789
2025-10-23,12101.29,12171.145
2025-10-24,12129.330000000002,12158.272
2025-10-25,12129.330000000002,12149.468
2025-10-26,12129.330000000002,12142.137
2025-10-27,12117.35,12134.915
2025-10-28,12053.46,12133.481
2025-10-29,12004.470000000001,12129.576
2025-10-30,11990.53,12120.555
2025-10-31,12025.22,12110.173
2025-11-01,12025.22,12101.451
2025-11-02,12025.22,12095.706
2025-11-03,12005.09,12085.052
2025-11-04,11972.34,12073.158
2025-11-05,11950.63,12060.258
2025-11-06,11970.670000000002,12045.782
2025-11-07,12022.92,12032.44
2025-11-08,12022.92,12026.568
2025-11-09,12022.92,12026.796
2025-11-10,12060.27,12029.185
2025-11-11,12014.94,12032.243
2025-11-12,11990.0,12035.798
2025-11-13,11972.35,12036.924
2025-11-14,11985.1,12036.448
2025-11-15,11985.1,12036.209
2025-11-16,11985.1,12036.312
2025-11-17,12039.610000000002,12034.506
2025-11-18,12009.92,12032.248
2025-11-19,11940.7,12031.904
2025-11-20,11910.93,12028.354
2025-11-21,11914.669999999998,12018.166
2025-11-22,11914.669999999998,12008.25
2025-11-23,11914.669999999998,11998.748
2025-11-24,11971.4,11989.826
2025-11-25,11988.32,11983.048
2025-11-26,11936.89,11980.703
2025-11-27,11881.6,11978.82
2025-11-28,11902.3,11970.505
2025-11-29,11902.3,11962.518
2025-11-30,11902.3,11958.517
2025-12-01,11940.95,11955.749
2025-12-02,11895.57,11954.314
2025-12-03,11880.93,11952.676
2025-12-04,11912.38,11948.883
2025-12-05,11963.23,11942.486
2025-12-06,11963.23,11939.593
2025-12-07,11963.23,11943.503
2025-12-08,11963.23,11951.939
2025-12-09,11990.09,11959.444
2025-12-10,12003.18,11968.123
2025-12-11,12020.9,11978.365
2025-12-12,12047.450000000003,11987.98
2025-12-13,12047.450000000003,12002.281
2025-12-14,12047.450000000003,12018.171
2025-12-15,12097.93,12031.729
2025-12-16,12130.01,12044.113
2025-12-17,12105.56,12059.951
2025-12-18,12059.78,12076.352
2025-12-19,12021.61,12089.21
2025-12-20,12021.61,12094.977
2025-12-21,12021.61,12095.73
2025-12-22,11996.14,12093.105
2025-12-23,12010.43,12086.527
2025-12-24,12052.33,12078.879
2025-12-25,12067.6,12073.469
2025-12-26,12078.470000000001,12068.745
2025-12-27,12078.470000000001,12065.725
2025-12-28,12078.470000000001,12066.792
2025-12-29,12057.32,12071.777
2025-12-30,12025.329999999998,12078.129
2025-12-31,12025.329999999998,12081.399
